Recency,Frequency,Monetary,R,F,M,RFM_Level,RFM_Score,Cluster
1,20,101.9,4,4,3,VIP,11,2
52,17,101.85,4,4,3,VIP,11,2
111,8,101.8,3,2,3,NEW,8,0
322,4,101.8,1,1,3,CHURN,5,1
335,7,101.8,1,2,3,CHURN,6,1
44,14,101.7,4,4,3,VIP,11,2
50,10,101.67,4,3,3,VIP,10,0
77,12,101.65,3,3,3,VIP,9,0
124,13,101.62,3,3,3,VIP,9,0
182,13,101.62,2,3,3,LOYAL,8,0
354,10,101.6,1,3,3,LOYAL,7,1
57,5,101.6,4,1,3,NEW,8,0
22,17,101.5,4,4,3,VIP,11,2
37,13,101.5,4,3,3,VIP,10,0
180,7,101.5,2,2,3,CHURN,7,0
58,11,101.4,3,3,3,VIP,9,0
381,10,101.4,1,3,3,LOYAL,7,1
501,8,101.2,1,2,3,CHURN,6,1
39,11,101.1,4,3,3,VIP,10,0
63,9,101.1,3,2,3,NEW,8,0
41,10,101.1,4,3,3,VIP,10,0
18,11,101.1,4,3,3,VIP,10,0
88,11,101.0,3,3,3,VIP,9,0
113,17,100.9,3,4,3,VIP,10,2
145,12,100.8,2,3,3,LOYAL,8,0
567,9,100.7,1,2,3,CHURN,6,1
99,13,100.7,3,3,3,VIP,9,0
2,13,100.7,4,3,3,VIP,10,0
228,14,100.6,2,4,3,LOYAL,9,0
49,7,100.6,4,2,3,NEW,9,0
144,6,100.6,2,1,3,CHURN,6,0
64,8,100.56,3,2,3,NEW,8,0
180,12,100.5,2,3,3,LOYAL,8,0
174,4,100.4,2,1,3,CHURN,6,0
25,15,100.4,4,4,3,VIP,11,2
69,10,100.4,3,3,3,VIP,9,0
125,12,100.13,3,3,3,VIP,9,0
45,7,100.12,4,2,3,NEW,9,0
38,13,100.1,4,3,3,VIP,10,0
49,13,100.1,4,3,3,VIP,10,0
13,17,100.1,4,4,3,VIP,11,2
151,13,100.1,2,3,3,LOYAL,8,0
25,6,100.0,4,1,3,NEW,8,0
242,12,100.0,2,3,3,LOYAL,8,0
336,12,99.97,1,3,3,LOYAL,7,0
26,6,99.9,4,1,3,NEW,8,0
101,13,99.88,3,3,3,VIP,9,0
303,12,99.87,1,3,3,LOYAL,7,0
16,12,99.85,4,3,3,VIP,10,0
104,9,99.8,3,2,3,NEW,8,0
273,10,99.7,2,3,3,LOYAL,8,0
210,14,99.7,2,4,3,LOYAL,9,0
123,12,99.65,3,3,3,VIP,9,0
99,14,99.6,3,4,3,VIP,10,0
124,10,99.52,3,3,3,VIP,9,0
363,9,99.5,1,2,3,CHURN,6,1
245,19,99.44,2,4,3,LOYAL,9,2
16,8,99.4,4,2,3,NEW,9,0
200,15,99.39,2,4,3,LOYAL,9,2
119,11,99.36,3,3,3,VIP,9,0
28,8,99.36,4,2,3,NEW,9,0
93,12,99.26,3,3,3,VIP,9,0
84,10,99.2,3,3,3,VIP,9,0
294,8,99.2,1,2,3,CHURN,6,0
31,12,99.2,4,3,3,VIP,10,0
249,15,99.18,2,4,3,LOYAL,9,2
79,9,99.15,3,2,3,NEW,8,0
171,11,99.1,2,3,3,LOYAL,8,0
32,11,99.05,4,3,3,VIP,10,0
84,19,98.9,3,4,3,VIP,10,2
151,11,98.82,2,3,3,LOYAL,8,0
8,10,98.8,4,3,3,VIP,10,0
31,10,98.76,4,3,3,VIP,10,0
65,11,98.7,3,3,3,VIP,9,0
119,8,98.65,3,2,3,NEW,8,0
169,11,98.65,2,3,3,LOYAL,8,0
349,13,98.6,1,3,3,LOYAL,7,0
229,8,98.56,2,2,3,CHURN,7,0
1,14,98.55,4,4,3,VIP,11,0
633,10,98.5,1,3,3,LOYAL,7,1
188,8,98.5,2,2,3,CHURN,7,0
186,16,98.45,2,4,3,LOYAL,9,2
19,11,98.44,4,3,3,VIP,10,0
202,15,98.41,2,4,3,LOYAL,9,2
1,12,98.4,4,3,3,VIP,10,0
96,10,98.4,3,3,3,VIP,9,0
344,12,98.4,1,3,3,LOYAL,7,0
139,19,98.36,3,4,3,VIP,10,2
108,15,98.35,3,4,3,VIP,10,2
244,8,98.3,2,2,3,CHURN,7,0
7,15,98.22,4,4,3,VIP,11,2
30,11,98.2,4,3,3,VIP,10,0
152,12,98.14,2,3,3,LOYAL,8,0
257,14,98.1,2,4,3,LOYAL,9,0
183,12,98.1,2,3,3,LOYAL,8,0
37,10,98.1,4,3,3,VIP,10,0
214,14,98.0,2,4,3,LOYAL,9,0
335,11,98.0,1,3,3,LOYAL,7,0
79,11,97.92,3,3,3,VIP,9,0
447,5,97.9,1,1,3,CHURN,5,1
37,10,97.9,4,3,3,VIP,10,0
101,12,97.85,3,3,3,VIP,9,0
536,8,97.8,1,2,3,CHURN,6,1
15,13,97.8,4,3,3,VIP,10,0
338,8,97.8,1,2,3,CHURN,6,1
228,15,97.72,2,4,3,LOYAL,9,2
290,11,97.7,1,3,3,LOYAL,7,0
259,14,97.62,2,4,3,LOYAL,9,0
55,9,97.6,4,2,3,NEW,9,0
184,16,97.6,2,4,3,LOYAL,9,2
165,12,97.6,2,3,3,LOYAL,8,0
32,14,97.59,4,4,3,VIP,11,0
44,11,97.54,4,3,3,VIP,10,0
155,10,97.42,2,3,3,LOYAL,8,0
131,13,97.4,3,3,3,VIP,9,0
96,6,97.4,3,1,3,NEW,7,0
40,12,97.4,4,3,3,VIP,10,0
178,8,97.35,2,2,3,CHURN,7,0
19,12,97.3,4,3,3,VIP,10,0
188,10,97.3,2,3,3,LOYAL,8,0
79,8,97.26,3,2,3,NEW,8,0
40,12,97.2,4,3,3,VIP,10,0
164,12,97.05,2,3,3,LOYAL,8,0
32,8,96.8,4,2,3,NEW,9,0
10,12,96.8,4,3,3,VIP,10,0
324,10,96.78,1,3,3,LOYAL,7,0
135,14,96.65,3,4,3,VIP,10,0
162,10,96.64,2,3,3,LOYAL,8,0
430,11,96.62,1,3,3,LOYAL,7,1
337,6,96.6,1,1,3,CHURN,5,1
229,14,96.6,2,4,3,LOYAL,9,0
77,13,96.6,3,3,3,VIP,9,0
77,9,96.6,3,2,3,NEW,8,0
101,15,96.59,3,4,3,VIP,10,2
44,8,96.5,4,2,3,NEW,9,0
27,10,96.5,4,3,3,VIP,10,0
129,16,96.46,3,4,3,VIP,10,2
126,13,96.44,3,3,3,VIP,9,0
22,16,96.4,4,4,3,VIP,11,2
45,9,96.4,4,2,3,NEW,9,0
21,11,96.36,4,3,3,VIP,10,0
54,17,96.3,4,4,3,VIP,11,2
385,12,96.3,1,3,3,LOYAL,7,1
161,12,96.28,2,3,3,LOYAL,8,0
32,13,96.2,4,3,3,VIP,10,0
261,12,96.2,2,3,3,LOYAL,8,0
83,16,96.2,3,4,3,VIP,10,2
508,8,96.15,1,2,3,CHURN,6,1
304,12,96.1,1,3,3,LOYAL,7,0
148,11,96.1,2,3,3,LOYAL,8,0
188,12,95.9,2,3,3,LOYAL,8,0
40,14,95.9,4,4,3,VIP,11,0
65,8,95.9,3,2,3,NEW,8,0
153,8,95.8,2,2,3,CHURN,7,0
124,10,95.8,3,3,3,VIP,9,0
26,15,95.8,4,4,3,VIP,11,2
162,14,95.7,2,4,3,LOYAL,9,0
127,14,95.6,3,4,3,VIP,10,0
89,16,95.6,3,4,3,VIP,10,2
50,13,95.5,4,3,3,VIP,10,0
91,12,95.5,3,3,3,VIP,9,0
38,11,95.4,4,3,3,VIP,10,0
229,12,95.3,2,3,3,LOYAL,8,0
84,9,95.3,3,2,3,NEW,8,0
229,14,95.29,2,4,3,LOYAL,9,0
41,12,95.22,4,3,3,VIP,10,0
21,15,95.2,4,4,3,VIP,11,2
15,12,95.12,4,3,3,VIP,10,0
225,17,95.1,2,4,3,LOYAL,9,2
221,12,95.1,2,3,3,LOYAL,8,0
146,6,95.06,2,1,3,CHURN,6,0
6,9,95.05,4,2,3,NEW,9,0
113,6,95.0,3,1,3,NEW,7,0
205,14,95.0,2,4,3,LOYAL,9,0
103,11,94.95,3,3,3,VIP,9,0
81,10,94.9,3,3,3,VIP,9,0
90,7,94.9,3,2,3,NEW,8,0
72,12,94.85,3,3,3,VIP,9,0
105,15,94.8,3,4,3,VIP,10,2
190,12,94.7,2,3,3,LOYAL,8,0
354,8,94.69,1,2,3,CHURN,6,1
84,13,94.6,3,4,3,VIP,10,0
221,8,94.6,2,2,3,CHURN,7,0
100,11,94.52,3,3,3,VIP,9,0
135,9,94.5,3,2,3,NEW,8,0
74,11,94.5,3,3,3,VIP,9,0
11,12,94.45,4,3,3,VIP,10,0
195,10,94.45,2,3,3,LOYAL,8,0
73,12,94.45,3,3,3,VIP,9,0
234,10,94.44,2,3,3,LOYAL,8,0
2,14,94.4,4,4,3,VIP,11,0
218,13,94.36,2,4,3,LOYAL,9,0
175,11,94.35,2,3,3,LOYAL,8,0
218,12,94.35,2,3,3,LOYAL,8,0
13,12,94.2,4,3,3,VIP,10,0
111,11,94.2,3,3,3,VIP,9,0
153,12,94.06,2,3,3,LOYAL,8,0
64,15,93.95,3,4,3,VIP,10,2
268,12,93.9,2,3,3,LOYAL,8,0
89,10,93.9,3,3,3,VIP,9,0
96,14,93.85,3,4,3,VIP,10,0
270,10,93.85,2,3,3,LOYAL,8,0
130,9,93.8,3,2,3,NEW,8,0
67,12,93.64,3,3,3,VIP,9,0
333,8,93.6,1,2,3,CHURN,6,1
107,12,93.6,3,3,3,VIP,9,0
82,13,93.54,3,4,3,VIP,10,0
177,9,93.5,2,2,3,CHURN,7,0
65,11,93.46,3,3,3,VIP,9,0
82,11,93.4,3,3,3,VIP,9,0
121,6,93.4,3,1,3,NEW,7,0
193,6,93.3,2,1,3,CHURN,6,0
614,4,93.3,1,1,3,CHURN,5,1
24,12,93.15,4,3,3,VIP,10,0
167,7,93.1,2,2,3,CHURN,7,0
32,13,93.1,4,4,3,VIP,11,0
98,13,93.07,3,4,3,VIP,10,0
336,6,93.06,1,1,3,CHURN,5,1
221,9,93.0,2,2,3,CHURN,7,0
216,8,93.0,2,2,3,CHURN,7,0
3,6,93.0,4,1,3,NEW,8,0
467,10,92.95,1,3,3,LOYAL,7,1
291,11,92.9,1,3,3,LOYAL,7,0
67,15,92.9,3,4,3,VIP,10,2
17,12,92.9,4,3,3,VIP,10,0
2,13,92.75,4,4,3,VIP,11,0
141,13,92.7,3,4,3,VIP,10,0
102,13,92.7,3,4,3,VIP,10,0
237,9,92.7,2,2,3,CHURN,7,0
458,7,92.68,1,2,3,CHURN,6,1
92,12,92.62,3,3,3,VIP,9,0
225,9,92.62,2,2,3,CHURN,7,0
19,13,92.6,4,4,3,VIP,11,0
34,16,92.4,4,4,3,VIP,11,2
184,9,92.4,2,2,3,CHURN,7,0
60,10,92.34,3,3,3,VIP,9,0
266,6,92.3,2,1,3,CHURN,6,0
270,8,92.3,2,2,3,CHURN,7,0
216,13,92.2,2,4,3,LOYAL,9,0
209,18,92.15,2,4,3,LOYAL,9,2
25,19,92.12,4,4,3,VIP,11,2
49,13,92.11,4,4,3,VIP,11,0
411,11,92.09,1,3,3,LOYAL,7,1
208,10,92.0,2,3,3,LOYAL,8,0
211,9,91.9,2,2,3,CHURN,7,0
280,10,91.9,2,3,3,LOYAL,8,0
558,7,91.9,1,2,3,CHURN,6,1
235,9,91.8,2,2,3,CHURN,7,0
5,14,91.8,4,4,3,VIP,11,0
415,6,91.8,1,1,3,CHURN,5,1
33,12,91.74,4,3,3,VIP,10,0
337,7,91.62,1,2,3,CHURN,6,1
54,14,91.6,4,4,3,VIP,11,0
144,17,91.55,2,4,3,LOYAL,9,2
217,17,91.42,2,4,3,LOYAL,9,2
198,12,91.3,2,3,3,LOYAL,8,0
433,16,91.24,1,4,3,LOYAL,8,1
238,5,91.2,2,1,3,CHURN,6,0
167,7,91.1,2,2,3,CHURN,7,0
46,18,91.1,4,4,3,VIP,11,2
132,11,91.08,3,3,3,VIP,9,0
28,8,91.05,4,2,3,NEW,9,0
241,9,91.0,2,2,3,CHURN,7,0
384,15,90.95,1,4,3,LOYAL,8,0
79,10,90.9,3,3,3,VIP,9,0
1,16,90.8,4,4,3,VIP,11,2
177,12,90.75,2,3,3,LOYAL,8,0
345,10,90.72,1,3,3,LOYAL,7,1
333,13,90.6,1,4,3,LOYAL,8,0
400,8,90.6,1,2,3,CHURN,6,1
41,13,90.5,4,4,3,VIP,11,0
132,10,90.45,3,3,3,VIP,9,0
284,12,90.42,1,3,3,LOYAL,7,0
123,9,90.4,3,2,3,NEW,8,0
144,9,90.4,2,2,3,CHURN,7,0
233,6,90.3,2,1,3,CHURN,6,0
66,9,90.1,3,2,3,NEW,8,0
327,11,90.1,1,3,3,LOYAL,7,0
125,12,90.0,3,3,3,VIP,9,0
27,12,89.9,4,3,3,VIP,10,0
303,11,89.9,1,3,3,LOYAL,7,0
255,13,89.9,2,4,3,LOYAL,9,0
75,10,89.84,3,3,3,VIP,9,0
57,11,89.8,4,3,3,VIP,10,0
21,13,89.8,4,4,3,VIP,11,0
127,13,89.8,3,4,3,VIP,10,0
159,12,89.7,2,3,3,LOYAL,8,0
91,10,89.66,3,3,3,VIP,9,0
324,9,89.6,1,2,3,CHURN,6,1
70,17,89.6,3,4,3,VIP,10,2
395,12,89.55,1,3,3,LOYAL,7,1
346,7,89.46,1,2,3,CHURN,6,1
24,9,89.45,4,2,3,NEW,9,0
291,8,89.4,1,2,3,CHURN,6,0
67,13,89.4,3,4,3,VIP,10,0
213,6,89.36,2,1,3,CHURN,6,0
152,12,89.36,2,3,3,LOYAL,8,0
21,16,89.36,4,4,3,VIP,11,2
48,11,89.35,4,3,3,VIP,10,0
31,10,89.3,4,3,3,VIP,10,0
3,8,89.3,4,2,3,NEW,9,0
22,12,89.3,4,3,3,VIP,10,0
220,8,89.2,2,2,3,CHURN,7,0
16,7,89.2,4,2,3,NEW,9,0
112,6,89.1,3,1,3,NEW,7,0
380,12,89.01,1,3,3,LOYAL,7,1
243,10,89.0,2,3,3,LOYAL,8,0
33,14,89.0,4,4,3,VIP,11,0
32,13,88.82,4,4,3,VIP,11,0
281,10,88.82,1,3,3,LOYAL,7,0
188,7,88.8,2,2,3,CHURN,7,0
189,18,88.55,2,4,3,LOYAL,9,2
285,17,88.5,1,4,3,LOYAL,8,2
212,13,88.5,2,4,3,LOYAL,9,0
166,7,88.4,2,2,3,CHURN,7,0
103,16,88.4,3,4,3,VIP,10,2
201,9,88.4,2,2,3,CHURN,7,0
63,12,88.4,3,3,3,VIP,9,0
273,11,88.35,2,3,3,LOYAL,8,0
293,10,88.3,1,3,3,LOYAL,7,0
255,11,88.2,2,3,3,LOYAL,8,0
3,12,88.2,4,3,3,VIP,10,0
496,10,88.11,1,3,3,LOYAL,7,1
121,13,88.1,3,4,3,VIP,10,0
112,16,88.1,3,4,3,VIP,10,2
246,10,88.1,2,3,3,LOYAL,8,0
136,10,88.05,3,3,3,VIP,9,0
87,13,87.95,3,4,3,VIP,10,0
223,10,87.9,2,3,3,LOYAL,8,0
77,13,87.9,3,4,3,VIP,10,0
235,9,87.9,2,2,3,CHURN,7,0
377,11,87.89,1,3,3,LOYAL,7,1
208,12,87.82,2,3,3,LOYAL,8,0
238,9,87.8,2,2,3,CHURN,7,0
169,10,87.8,2,3,3,LOYAL,8,0
12,13,87.8,4,4,3,VIP,11,0
174,12,87.75,2,3,3,LOYAL,8,0
78,11,87.7,3,3,3,VIP,9,0
427,8,87.6,1,2,3,CHURN,6,1
33,8,87.6,4,2,3,NEW,9,0
7,12,87.5,4,3,3,VIP,10,0
107,14,87.4,3,4,3,VIP,10,0
56,14,87.4,4,4,3,VIP,11,0
22,10,87.34,4,3,3,VIP,10,0
360,8,87.34,1,2,3,CHURN,6,1
271,11,87.3,2,3,3,LOYAL,8,0
401,9,87.3,1,2,3,CHURN,6,1
26,11,87.28,4,3,3,VIP,10,0
42,14,87.12,4,4,3,VIP,11,0
403,10,87.1,1,3,3,LOYAL,7,1
36,11,87.0,4,3,3,VIP,10,0
332,12,86.95,1,3,3,LOYAL,7,0
156,14,86.95,2,4,3,LOYAL,9,0
68,8,86.9,3,2,3,NEW,8,0
7,18,86.86,4,4,3,VIP,11,2
191,11,86.83,2,3,3,LOYAL,8,0
369,6,86.8,1,1,3,CHURN,5,1
84,12,86.8,3,3,3,VIP,9,0
258,16,86.8,2,4,3,LOYAL,9,2
28,10,86.8,4,3,3,VIP,10,0
56,8,86.8,4,2,3,NEW,9,0
66,15,86.75,3,4,3,VIP,10,0
86,14,86.7,3,4,3,VIP,10,0
175,11,86.7,2,3,3,LOYAL,8,0
58,11,86.65,3,3,3,VIP,9,0
17,14,86.65,4,4,3,VIP,11,0
11,15,86.6,4,4,3,VIP,11,0
299,9,86.6,1,2,3,CHURN,6,0
36,11,86.6,4,3,3,VIP,10,0
47,14,86.6,4,4,3,VIP,11,0
124,7,86.6,3,2,3,NEW,8,0
29,12,86.55,4,3,3,VIP,10,0
214,14,86.54,2,4,3,LOYAL,9,0
382,9,86.54,1,2,3,CHURN,6,1
259,8,86.51,2,2,3,CHURN,7,0
103,7,86.5,3,2,3,NEW,8,0
254,12,86.5,2,3,3,LOYAL,8,0
128,11,86.4,3,3,3,VIP,9,0
57,14,86.4,4,4,3,VIP,11,0
126,10,86.4,3,3,3,VIP,9,0
91,9,86.3,3,2,3,NEW,8,0
44,12,86.27,4,3,3,VIP,10,0
56,6,86.25,4,1,3,NEW,8,0
139,12,86.2,3,3,3,VIP,9,0
475,4,86.2,1,1,3,CHURN,5,1
212,10,86.2,2,3,3,LOYAL,8,0
194,10,86.2,2,3,3,LOYAL,8,0
181,8,86.2,2,2,3,CHURN,7,0
36,9,86.12,4,2,3,NEW,9,0
124,9,86.05,3,2,3,NEW,8,0
64,15,86.0,3,4,3,VIP,10,0
152,8,86.0,2,2,3,CHURN,7,0
103,17,85.94,3,4,3,VIP,10,2
324,15,85.9,1,4,3,LOYAL,8,0
254,6,85.9,2,1,3,CHURN,6,0
139,10,85.85,3,3,3,VIP,9,0
104,13,85.84,3,4,3,VIP,10,0
297,19,85.8,1,4,3,LOYAL,8,2
47,4,85.8,4,1,3,NEW,8,0
421,4,85.8,1,1,3,CHURN,5,1
69,6,85.8,3,1,3,NEW,7,0
56,7,85.7,4,2,3,NEW,9,0
79,10,85.7,3,3,3,VIP,9,0
12,6,85.7,4,1,3,NEW,8,0
155,10,85.63,2,3,3,LOYAL,8,0
61,10,85.6,3,3,3,VIP,9,0
175,8,85.6,2,2,3,CHURN,7,0
24,9,85.55,4,2,3,NEW,9,0
21,6,85.5,4,1,3,NEW,8,0
106,8,85.5,3,2,3,NEW,8,0
131,17,85.45,3,4,3,VIP,10,2
70,4,85.42,3,1,3,NEW,7,0
62,14,85.4,3,4,3,VIP,10,0
267,10,85.4,2,3,3,LOYAL,8,0
396,9,85.4,1,2,3,CHURN,6,1
244,15,85.4,2,4,3,LOYAL,9,0
131,9,85.35,3,2,3,NEW,8,0
37,10,85.3,4,3,3,VIP,10,0
373,6,85.3,1,1,3,CHURN,5,1
439,11,85.3,1,3,3,LOYAL,7,1
40,14,85.2,4,4,3,VIP,11,0
32,9,85.2,4,2,3,NEW,9,0
76,12,85.16,3,3,3,VIP,9,0
560,6,85.14,1,1,3,CHURN,5,1
343,10,85.12,1,3,3,LOYAL,7,1
295,9,85.1,1,2,3,CHURN,6,0
77,10,85.1,3,3,3,VIP,9,0
199,9,85.0,2,2,3,CHURN,7,0
181,12,84.92,2,3,3,LOYAL,8,0
39,11,84.85,4,3,3,VIP,10,0
32,8,84.8,4,2,3,NEW,9,0
154,12,84.8,2,3,3,LOYAL,8,0
334,12,84.7,1,3,3,LOYAL,7,0
182,8,84.66,2,2,3,CHURN,7,0
261,4,84.66,2,1,3,CHURN,6,1
222,12,84.6,2,3,3,LOYAL,8,0
48,10,84.55,4,3,3,VIP,10,0
1,13,84.5,4,4,3,VIP,11,0
234,7,84.5,2,2,3,CHURN,7,0
190,19,84.5,2,4,3,LOYAL,9,2
65,14,84.5,3,4,3,VIP,10,0
34,11,84.49,4,3,3,VIP,10,0
2,8,84.45,4,2,3,NEW,9,0
211,13,84.25,2,4,3,LOYAL,9,0
14,8,84.2,4,2,3,NEW,9,0
191,11,84.12,2,3,3,LOYAL,8,0
342,14,84.0,1,4,3,LOYAL,8,0
99,13,83.99,3,4,3,VIP,10,0
306,8,83.96,1,2,3,CHURN,6,1
104,6,83.9,3,1,3,NEW,7,0
55,14,83.9,4,4,3,VIP,11,0
16,14,83.86,4,4,3,VIP,11,0
43,16,83.74,4,4,3,VIP,11,2
155,11,83.7,2,3,3,LOYAL,8,0
52,9,83.7,4,2,3,NEW,9,0
139,6,83.7,3,1,3,NEW,7,0
195,9,83.65,2,2,3,CHURN,7,0
70,6,83.6,3,1,3,NEW,7,0
68,6,83.5,3,1,3,NEW,7,0
197,12,83.5,2,3,3,LOYAL,8,0
12,6,83.42,4,1,3,NEW,8,0
59,11,83.4,3,3,3,VIP,9,0
446,5,83.4,1,1,3,CHURN,5,1
267,10,83.4,2,3,3,LOYAL,8,0
256,13,83.36,2,4,3,LOYAL,9,0
197,11,83.3,2,3,3,LOYAL,8,0
542,4,83.3,1,1,3,CHURN,5,1
54,10,83.3,4,3,3,VIP,10,0
466,4,83.3,1,1,3,CHURN,5,1
205,6,83.16,2,1,3,CHURN,6,0
213,12,83.12,2,3,3,LOYAL,8,0
164,8,83.05,2,2,3,CHURN,7,0
265,12,83.05,2,3,3,LOYAL,8,0
596,9,83.05,1,2,3,CHURN,6,1
25,12,83.0,4,3,3,VIP,10,0
123,12,83.0,3,3,3,VIP,9,0
68,8,83.0,3,2,3,NEW,8,0
64,13,82.97,3,4,3,VIP,10,0
328,4,82.9,1,1,3,CHURN,5,1
10,7,82.88,4,2,3,NEW,9,0
227,12,82.82,2,3,3,LOYAL,8,0
92,15,82.79,3,4,3,VIP,10,0
131,8,82.75,3,2,3,NEW,8,0
318,9,82.75,1,2,3,CHURN,6,1
42,14,82.7,4,4,3,VIP,11,0
141,8,82.7,3,2,3,NEW,8,0
102,8,82.69,3,2,3,NEW,8,0
77,10,82.66,3,3,3,VIP,9,0
86,12,82.6,3,3,3,VIP,9,0
246,10,82.5,2,3,3,LOYAL,8,0
282,14,82.5,1,4,3,LOYAL,8,0
129,7,82.4,3,2,3,NEW,8,0
419,7,82.4,1,2,3,CHURN,6,1
22,11,82.35,4,3,3,VIP,10,0
12,9,82.35,4,2,3,NEW,9,0
429,6,82.35,1,1,3,CHURN,5,1
133,5,82.35,3,1,3,NEW,7,0
131,13,82.3,3,4,3,VIP,10,0
271,10,82.3,2,3,3,LOYAL,8,0
201,4,82.22,2,1,3,CHURN,6,0
32,13,82.22,4,4,3,VIP,11,0
46,11,82.2,4,3,3,VIP,10,0
5,9,82.2,4,2,3,NEW,9,0
267,10,82.15,2,3,3,LOYAL,8,0
93,12,82.1,3,3,3,VIP,9,0
242,10,82.1,2,3,3,LOYAL,8,0
270,10,82.1,2,3,3,LOYAL,8,0
172,10,82.0,2,3,3,LOYAL,8,0
53,6,82.0,4,1,3,NEW,8,0
113,14,82.0,3,4,3,VIP,10,0
87,13,81.95,3,4,3,VIP,10,0
175,9,81.9,2,2,3,CHURN,7,0
51,10,81.9,4,3,3,VIP,10,0
30,9,81.9,4,2,3,NEW,9,0
101,6,81.9,3,1,3,NEW,7,0
376,10,81.85,1,3,3,LOYAL,7,1
439,3,81.8,1,1,3,CHURN,5,1
205,9,81.7,2,2,3,CHURN,7,0
375,9,81.7,1,2,3,CHURN,6,1
206,12,81.65,2,3,3,LOYAL,8,0
382,12,81.6,1,3,3,LOYAL,7,1
258,12,81.6,2,3,3,LOYAL,8,0
55,9,81.6,4,2,3,NEW,9,0
113,12,81.55,3,3,3,VIP,9,0
25,10,81.55,4,3,3,VIP,10,0
29,12,81.54,4,3,3,VIP,10,0
422,8,81.52,1,2,3,CHURN,6,1
307,6,81.5,1,1,3,CHURN,5,1
111,13,81.5,3,4,3,VIP,10,0
154,8,81.5,2,2,3,CHURN,7,0
118,8,81.5,3,2,3,NEW,8,0
293,8,81.5,1,2,3,CHURN,6,0
248,7,81.5,2,2,3,CHURN,7,0
152,12,81.4,2,3,3,LOYAL,8,0
95,9,81.4,3,2,3,NEW,8,0
45,12,81.31,4,3,3,VIP,10,0
18,10,81.3,4,3,3,VIP,10,0
76,11,81.3,3,3,3,VIP,9,0
118,12,81.3,3,3,3,VIP,9,0
244,6,81.2,2,1,3,CHURN,6,0
281,8,81.2,1,2,3,CHURN,6,0
2,12,81.15,4,3,3,VIP,10,0
58,11,81.1,3,3,3,VIP,9,0
320,9,81.0,1,2,3,CHURN,6,1
7,8,81.0,4,2,3,NEW,9,0
200,8,81.0,2,2,3,CHURN,7,0
305,9,81.0,1,2,3,CHURN,6,0
21,14,80.84,4,4,3,VIP,11,0
159,10,80.8,2,3,3,LOYAL,8,0
380,9,80.8,1,2,3,CHURN,6,1
111,5,80.7,3,1,3,NEW,7,0
174,12,80.7,2,3,3,LOYAL,8,0
32,9,80.7,4,2,3,NEW,9,0
28,10,80.7,4,3,3,VIP,10,0
181,13,80.6,2,4,3,LOYAL,9,0
0,8,80.5,4,2,3,NEW,9,0
452,9,80.4,1,2,3,CHURN,6,1
75,6,80.4,3,1,3,NEW,7,0
31,7,80.4,4,2,3,NEW,9,0
15,12,80.3,4,3,3,VIP,10,0
218,9,80.3,2,2,3,CHURN,7,0
30,10,80.3,4,3,3,VIP,10,0
41,11,80.3,4,3,3,VIP,10,0
194,10,80.24,2,3,3,LOYAL,8,0
6,16,80.2,4,4,3,VIP,11,0
28,8,80.2,4,2,3,NEW,9,0
385,9,80.1,1,2,3,CHURN,6,1
720,2,80.1,1,1,3,CHURN,5,1
166,8,80.06,2,2,3,CHURN,7,0
56,13,80.0,4,4,3,VIP,11,0
87,10,80.0,3,3,3,VIP,9,0
108,11,80.0,3,3,3,VIP,9,0
181,8,80.0,2,2,3,CHURN,7,0
361,8,79.9,1,2,3,CHURN,6,1
412,9,79.9,1,2,3,CHURN,6,1
22,12,79.89,4,3,3,VIP,10,0
496,11,79.85,1,3,3,LOYAL,7,1
113,9,79.8,3,2,3,NEW,8,0
109,13,79.8,3,4,3,VIP,10,0
156,13,79.8,2,4,3,LOYAL,9,0
19,15,79.8,4,4,3,VIP,11,0
243,11,79.75,2,3,3,LOYAL,8,0
343,5,79.75,1,1,3,CHURN,5,1
400,8,79.6,1,2,3,CHURN,6,1
189,21,79.6,2,4,3,LOYAL,9,2
316,6,79.5,1,1,3,CHURN,5,1
184,8,79.5,2,2,3,CHURN,7,0
704,3,79.5,1,1,3,CHURN,5,1
78,14,79.44,3,4,3,VIP,10,0
208,10,79.4,2,3,3,LOYAL,8,0
332,12,79.35,1,3,3,LOYAL,7,0
359,11,79.34,1,3,3,LOYAL,7,1
82,6,79.3,3,1,3,NEW,7,0
81,10,79.3,3,3,3,VIP,9,0
179,10,79.2,2,3,3,LOYAL,8,0
487,5,79.1,1,1,3,CHURN,5,1
0,7,78.99,4,2,3,NEW,9,0
73,9,78.9,3,2,3,NEW,8,0
114,8,78.88,3,2,3,NEW,8,0
54,8,78.8,4,2,3,NEW,9,0
89,10,78.7,3,3,3,VIP,9,0
541,4,78.7,1,1,3,CHURN,5,1
30,15,78.66,4,4,3,VIP,11,0
43,15,78.66,4,4,3,VIP,11,0
240,14,78.53,2,4,3,LOYAL,9,0
5,11,78.5,4,3,3,VIP,10,0
32,13,78.5,4,4,3,VIP,11,0
102,6,78.5,3,1,3,NEW,7,0
162,10,78.36,2,3,3,LOYAL,8,0
185,11,78.33,2,3,3,LOYAL,8,0
291,7,78.3,1,2,3,CHURN,6,1
2,10,78.2,4,3,3,VIP,10,0
89,13,78.15,3,4,3,VIP,10,0
138,14,78.1,3,4,3,VIP,10,0
